# DERIVED, not captured. M20's residual re-integration.
# source: docs/rangetest/data/2026-09-05-survey-campaign-r11.csv
# regenerate: python3 tools/rangetest/survey_reintegrate.py <source> --out <this file>
# envelope A rows are single 125 kHz bins; envelope B rows are 500 kHz channels on the US915 grid.
# floor/mean are power sums over the measured bins scaled to the full channel width; peak is the max member bin.
# COVERAGE: the survey measured 125 kHz every 200 kHz, so 37.5% of the band was never looked at.
site_name,envelope,grid,centre_hz,width_hz,n_bins,measured_hz,coverage,floor_dbm,mean_dbm,peak_dbm,peak_bin_hz,min_passes
propane-tank,A,bin-125k,922600000,125000,1,125000,1.000,-116.0,-114.9,-114.0,922600000,71
propane-tank,A,bin-125k,922800000,125000,1,125000,1.000,-116.0,-114.9,-114.0,922800000,71
propane-tank,A,bin-125k,923000000,125000,1,125000,1.000,-116.0,-114.8,-106.0,923000000,71
propane-tank,B,us915-500k,903000000,500000,3,375000,0.750,-109.3,-108.0,-80.0,902800000,71
propane-tank,B,us915-500k,904600000,500000,3,375000,0.750,-109.6,-108.2,-112.0,904800000,71
propane-tank,B,us915-500k,906200000,500000,3,375000,0.750,-110.0,-108.3,-110.0,906200000,71
propane-tank,B,us915-500k,907800000,500000,3,375000,0.750,-110.3,-108.3,-110.0,908000000,71
propane-tank,B,us915-500k,909400000,500000,3,375000,0.750,-110.0,-108.4,-111.0,909200000,71
propane-tank,B,us915-500k,911000000,500000,3,375000,0.750,-110.0,-108.5,-111.0,910800000,71
propane-tank,B,us915-500k,912600000,500000,3,375000,0.750,-110.0,-108.5,-113.0,912400000,71
propane-tank,B,us915-500k,914200000,500000,3,375000,0.750,-112.1,-108.3,-86.0,914000000,71
weather-island,A,bin-125k,915200000,125000,1,125000,1.000,-116.0,-114.1,-95.0,915200000,73
weather-island,A,bin-125k,915400000,125000,1,125000,1.000,-116.0,-114.2,-99.0,915400000,73
weather-island,A,bin-125k,915600000,125000,1,125000,1.000,-116.0,-114.5,-103.0,915600000,73
weather-island,A,bin-125k,915800000,125000,1,125000,1.000,-116.0,-114.0,-78.0,915800000,73
weather-island,A,bin-125k,916000000,125000,1,125000,1.000,-117.0,-114.7,-113.0,916000000,73
weather-island,A,bin-125k,916200000,125000,1,125000,1.000,-116.0,-114.7,-113.0,916200000,73
weather-island,A,bin-125k,916400000,125000,1,125000,1.000,-116.0,-114.6,-113.0,916400000,73
weather-island,A,bin-125k,916600000,125000,1,125000,1.000,-116.0,-114.6,-110.0,916600000,73
weather-island,A,bin-125k,916800000,125000,1,125000,1.000,-116.0,-114.6,-110.0,916800000,73
weather-island,A,bin-125k,917000000,125000,1,125000,1.000,-116.0,-114.6,-107.0,917000000,73
weather-island,A,bin-125k,917200000,125000,1,125000,1.000,-116.0,-114.6,-110.0,917200000,73
weather-island,A,bin-125k,917400000,125000,1,125000,1.000,-116.0,-114.6,-110.0,917400000,73
weather-island,A,bin-125k,917600000,125000,1,125000,1.000,-116.0,-114.6,-107.0,917600000,73
weather-island,A,bin-125k,917800000,125000,1,125000,1.000,-116.0,-114.6,-110.0,917800000,73
weather-island,A,bin-125k,918000000,125000,1,125000,1.000,-116.0,-114.7,-110.0,918000000,73
weather-island,A,bin-125k,918200000,125000,1,125000,1.000,-117.0,-114.6,-110.0,918200000,73
weather-island,A,bin-125k,918400000,125000,1,125000,1.000,-116.0,-114.6,-106.0,918400000,73
weather-island,A,bin-125k,918600000,125000,1,125000,1.000,-116.0,-114.7,-111.0,918600000,73
weather-island,A,bin-125k,918800000,125000,1,125000,1.000,-116.0,-114.7,-112.0,918800000,73
weather-island,A,bin-125k,919000000,125000,1,125000,1.000,-116.0,-114.7,-113.0,919000000,73
weather-island,A,bin-125k,919200000,125000,1,125000,1.000,-116.0,-114.7,-113.0,919200000,73
weather-island,A,bin-125k,919400000,125000,1,125000,1.000,-116.0,-114.8,-113.0,919400000,73
weather-island,A,bin-125k,919600000,125000,1,125000,1.000,-116.0,-114.7,-113.0,919600000,73
weather-island,A,bin-125k,919800000,125000,1,125000,1.000,-116.0,-114.7,-113.0,919800000,73
weather-island,A,bin-125k,920000000,125000,1,125000,1.000,-116.0,-114.7,-113.0,920000000,73
weather-island,A,bin-125k,920200000,125000,1,125000,1.000,-116.0,-114.7,-113.0,920200000,73
weather-island,A,bin-125k,920400000,125000,1,125000,1.000,-116.0,-114.7,-113.0,920400000,73
weather-island,A,bin-125k,920600000,125000,1,125000,1.000,-116.0,-114.7,-113.0,920600000,73
weather-island,A,bin-125k,920800000,125000,1,125000,1.000,-116.0,-114.8,-111.0,920800000,73
weather-island,A,bin-125k,921000000,125000,1,125000,1.000,-116.0,-114.7,-113.0,921000000,73
weather-island,A,bin-125k,921200000,125000,1,125000,1.000,-116.0,-114.7,-112.0,921200000,73
weather-island,A,bin-125k,921400000,125000,1,125000,1.000,-116.0,-114.7,-113.0,921400000,73
weather-island,A,bin-125k,921600000,125000,1,125000,1.000,-116.0,-114.7,-112.0,921600000,73
weather-island,A,bin-125k,921800000,125000,1,125000,1.000,-116.0,-114.8,-114.0,921800000,73
weather-island,A,bin-125k,922000000,125000,1,125000,1.000,-116.0,-114.8,-110.0,922000000,73
weather-island,A,bin-125k,922200000,125000,1,125000,1.000,-116.0,-114.8,-113.0,922200000,73
weather-island,A,bin-125k,922400000,125000,1,125000,1.000,-116.0,-114.8,-113.0,922400000,73
weather-island,A,bin-125k,922600000,125000,1,125000,1.000,-116.0,-114.8,-113.0,922600000,73
weather-island,A,bin-125k,922800000,125000,1,125000,1.000,-116.0,-114.7,-111.0,922800000,73
weather-island,A,bin-125k,923000000,125000,1,125000,1.000,-116.0,-114.8,-113.0,923000000,73
weather-island,B,us915-500k,903000000,500000,3,375000,0.750,-110.0,-108.2,-99.0,902800000,73
weather-island,B,us915-500k,904600000,500000,3,375000,0.750,-110.0,-108.4,-112.0,904600000,73
weather-island,B,us915-500k,906200000,500000,3,375000,0.750,-110.0,-108.4,-108.0,906200000,73
weather-island,B,us915-500k,907800000,500000,3,375000,0.750,-110.0,-108.5,-113.0,907600000,73
weather-island,B,us915-500k,909400000,500000,3,375000,0.750,-110.0,-108.5,-111.0,909200000,73
weather-island,B,us915-500k,911000000,500000,3,375000,0.750,-110.0,-108.4,-104.0,910800000,73
weather-island,B,us915-500k,912600000,500000,3,375000,0.750,-110.3,-108.5,-107.0,912400000,73
weather-island,B,us915-500k,914200000,500000,3,375000,0.750,-110.3,-108.4,-102.0,914400000,73
welllink-well,A,bin-125k,915200000,125000,1,125000,1.000,-116.0,-114.5,-113.0,915200000,68
welllink-well,A,bin-125k,915400000,125000,1,125000,1.000,-116.0,-114.6,-113.0,915400000,68
welllink-well,A,bin-125k,915600000,125000,1,125000,1.000,-116.0,-114.6,-113.0,915600000,68
welllink-well,A,bin-125k,915800000,125000,1,125000,1.000,-116.0,-114.3,-98.0,915800000,68
welllink-well,A,bin-125k,916000000,125000,1,125000,1.000,-116.0,-114.6,-113.0,916000000,68
welllink-well,A,bin-125k,916200000,125000,1,125000,1.000,-116.0,-114.5,-108.0,916200000,68
welllink-well,A,bin-125k,916400000,125000,1,125000,1.000,-116.0,-114.5,-113.0,916400000,68
welllink-well,A,bin-125k,916600000,125000,1,125000,1.000,-116.0,-114.5,-112.0,916600000,68
welllink-well,A,bin-125k,916800000,125000,1,125000,1.000,-116.0,-114.5,-109.0,916800000,68
welllink-well,A,bin-125k,917000000,125000,1,125000,1.000,-116.0,-114.5,-104.0,917000000,68
welllink-well,A,bin-125k,917200000,125000,1,125000,1.000,-116.0,-114.5,-111.0,917200000,68
welllink-well,A,bin-125k,917400000,125000,1,125000,1.000,-116.0,-114.6,-111.0,917400000,68
welllink-well,A,bin-125k,917600000,125000,1,125000,1.000,-116.0,-114.5,-113.0,917600000,68
welllink-well,A,bin-125k,917800000,125000,1,125000,1.000,-116.0,-114.5,-104.0,917800000,68
welllink-well,A,bin-125k,918000000,125000,1,125000,1.000,-117.0,-114.5,-107.0,918000000,68
welllink-well,A,bin-125k,918200000,125000,1,125000,1.000,-116.0,-114.6,-111.0,918200000,68
welllink-well,A,bin-125k,918400000,125000,1,125000,1.000,-116.0,-114.6,-105.0,918400000,68
welllink-well,A,bin-125k,918600000,125000,1,125000,1.000,-116.0,-114.6,-109.0,918600000,68
welllink-well,A,bin-125k,918800000,125000,1,125000,1.000,-116.0,-114.5,-112.0,918800000,68
welllink-well,A,bin-125k,919000000,125000,1,125000,1.000,-116.0,-114.6,-110.0,919000000,68
welllink-well,A,bin-125k,919200000,125000,1,125000,1.000,-116.0,-114.6,-112.0,919200000,68
welllink-well,A,bin-125k,919400000,125000,1,125000,1.000,-116.0,-114.5,-109.0,919400000,68
welllink-well,A,bin-125k,919600000,125000,1,125000,1.000,-116.0,-114.5,-112.0,919600000,68
welllink-well,A,bin-125k,919800000,125000,1,125000,1.000,-116.0,-114.6,-112.0,919800000,68
welllink-well,A,bin-125k,920000000,125000,1,125000,1.000,-116.0,-114.5,-110.0,920000000,68
welllink-well,A,bin-125k,920200000,125000,1,125000,1.000,-116.0,-114.6,-113.0,920200000,68
welllink-well,A,bin-125k,920400000,125000,1,125000,1.000,-116.0,-114.6,-112.0,920400000,68
welllink-well,A,bin-125k,920600000,125000,1,125000,1.000,-116.0,-114.6,-113.0,920600000,68
welllink-well,A,bin-125k,920800000,125000,1,125000,1.000,-116.0,-114.6,-113.0,920800000,68
welllink-well,A,bin-125k,921000000,125000,1,125000,1.000,-116.0,-114.6,-112.0,921000000,68
welllink-well,A,bin-125k,921200000,125000,1,125000,1.000,-116.0,-114.6,-113.0,921200000,68
welllink-well,A,bin-125k,921400000,125000,1,125000,1.000,-116.0,-114.6,-113.0,921400000,68
welllink-well,A,bin-125k,921600000,125000,1,125000,1.000,-116.0,-114.6,-113.0,921600000,68
welllink-well,A,bin-125k,921800000,125000,1,125000,1.000,-116.0,-114.6,-113.0,921800000,68
welllink-well,A,bin-125k,922000000,125000,1,125000,1.000,-116.0,-114.7,-113.0,922000000,68
welllink-well,A,bin-125k,922200000,125000,1,125000,1.000,-117.0,-114.7,-113.0,922200000,68
welllink-well,A,bin-125k,922400000,125000,1,125000,1.000,-116.0,-114.3,-80.0,922400000,68
welllink-well,A,bin-125k,922600000,125000,1,125000,1.000,-116.0,-114.6,-110.0,922600000,68
welllink-well,A,bin-125k,922800000,125000,1,125000,1.000,-116.0,-114.7,-109.0,922800000,68
welllink-well,A,bin-125k,923000000,125000,1,125000,1.000,-116.0,-114.6,-111.0,923000000,68
welllink-well,B,us915-500k,903000000,500000,3,375000,0.750,-110.0,-108.2,-98.0,902800000,68
welllink-well,B,us915-500k,904600000,500000,3,375000,0.750,-110.0,-108.3,-64.0,904400000,68
welllink-well,B,us915-500k,906200000,500000,3,375000,0.750,-110.0,-108.4,-105.0,906400000,68
welllink-well,B,us915-500k,907800000,500000,3,375000,0.750,-110.0,-108.4,-103.0,907600000,68
welllink-well,B,us915-500k,909400000,500000,3,375000,0.750,-109.6,-108.4,-107.0,909600000,68
welllink-well,B,us915-500k,911000000,500000,3,375000,0.750,-110.3,-108.5,-106.0,911000000,68
welllink-well,B,us915-500k,912600000,500000,3,375000,0.750,-110.0,-108.4,-102.0,912600000,68
welllink-well,B,us915-500k,914200000,500000,3,375000,0.750,-110.0,-108.5,-104.0,914200000,68
