# LRAN range test trace, captured 2026-09-05 15:31:50
# note: seven-site ambient survey, R11 hold discipline, ~5 min per site, 3.0dBi; site 0 bridge-house INDOORS at the bridge target location (office, NW side); other sites outdoors at node target locations
# schema: docs/rangetest/data/README.md
#
# board=heltec_wifi_lora_32_V3
# freq_hz=915000000
# sf=7
# bw_khz=125.0
# cr=4/5
# conducted_dbm=-9
# antenna_gain_dbi=3.0
# eirp_ceiling_dbm=-1.0
# sync_word=0x1424
# explicit_header=1
# crc=1
# preamble_symbols=8
# payload_len=16
# role=SURVEY
#
site_index,site_name,bin_index,freq_hz,passes,samples,peak_dbm10,mean_dbm10,floor_dbm10,dropped
# site=0 bridge-house
# passes=74
# hold_discipline=1
# bins_sampled=130 of 130
# dwell_ms=30 settle_ms=4 sample_interval_ms=3
1,gatelink-gate,114,924800000,70,639,-1050,-1149,-1160,0
1,gatelink-gate,115,925000000,70,639,-700,-1147,-1170,0
1,gatelink-gate,116,925200000,70,639,-1060,-1149,-1160,0
1,gatelink-gate,117,925400000,70,639,-1020,-1149,-1170,0
1,gatelink-gate,118,925600000,70,639,-1040,-1149,-1160,0
1,gatelink-gate,119,925800000,70,639,-1050,-1149,-1160,0
1,gatelink-gate,120,926000000,70,639,-1100,-1149,-1160,0
1,gatelink-gate,121,926200000,70,639,-1130,-1150,-1160,0
1,gatelink-gate,122,926400000,70,634,-1090,-1149,-1170,0
1,gatelink-gate,123,926600000,70,630,-1100,-1149,-1160,0
1,gatelink-gate,124,926800000,70,627,-1020,-1149,-1160,0
1,gatelink-gate,125,927000000,70,630,-1040,-1149,-1170,0
1,gatelink-gate,126,927200000,70,630,-1090,-1149,-1160,0
1,gatelink-gate,127,927400000,70,630,-1070,-1149,-1160,0
1,gatelink-gate,128,927600000,70,630,-1100,-1149,-1160,0
1,gatelink-gate,129,927800000,70,630,-1100,-1149,-1160,0
# site=2 weather-island
# passes=73
# hold_discipline=1
# bins_sampled=130 of 130
# dwell_ms=30 settle_ms=4 sample_interval_ms=3
2,weather-island,0,902000000,73,642,-1130,-1143,-1160,0
2,weather-island,1,902200000,73,642,-1030,-1143,-1160,0
2,weather-island,2,902400000,73,654,-1110,-1143,-1160,0
2,weather-island,3,902600000,73,647,-1120,-1143,-1160,0
2,weather-island,4,902800000,73,642,-990,-1143,-1160,0
2,weather-island,5,903000000,73,657,-1120,-1144,-1160,0
2,weather-island,6,903200000,73,654,-990,-1141,-1160,0
2,weather-island,7,903400000,73,639,-1130,-1144,-1160,0
2,weather-island,8,903600000,73,655,-1130,-1144,-1160,0
2,weather-island,9,903800000,73,654,-1130,-1144,-1160,0
2,weather-island,10,904000000,73,639,-1130,-1145,-1160,0
2,weather-island,11,904200000,73,657,-1110,-1144,-1160,0
2,weather-island,12,904400000,73,654,-1130,-1144,-1160,0
2,weather-island,13,904600000,73,633,-1120,-1144,-1160,0
2,weather-island,14,904800000,73,656,-1130,-1144,-1160,0
2,weather-island,15,905000000,73,652,-1130,-1145,-1160,0
2,weather-island,16,905200000,73,656,-1120,-1145,-1160,0
2,weather-island,17,905400000,73,653,-1130,-1145,-1160,0
2,weather-island,18,905600000,73,652,-1130,-1144,-1160,0
2,weather-island,19,905800000,73,657,-1130,-1145,-1160,0
2,weather-island,20,906000000,73,656,-1130,-1144,-1160,0
2,weather-island,21,906200000,73,651,-1080,-1144,-1160,0
2,weather-island,22,906400000,73,657,-1130,-1145,-1160,0
2,weather-island,23,906600000,73,656,-1130,-1145,-1160,0
2,weather-island,24,906800000,73,651,-1120,-1145,-1160,0
2,weather-island,25,907000000,73,657,-1100,-1137,-1150,0
2,weather-island,26,907200000,73,656,-1130,-1145,-1160,0
2,weather-island,27,907400000,73,650,-1120,-1145,-1160,0
2,weather-island,28,907600000,73,657,-1130,-1145,-1160,0
2,weather-island,29,907800000,73,657,-1130,-1145,-1160,0
2,weather-island,30,908000000,73,657,-1130,-1145,-1160,0
2,weather-island,31,908200000,73,656,-1120,-1145,-1160,0
2,weather-island,32,908400000,73,648,-970,-1142,-1160,0
2,weather-island,33,908600000,73,648,-1120,-1145,-1160,0
2,weather-island,34,908800000,73,648,-1100,-1145,-1160,0
2,weather-island,35,909000000,73,648,-1130,-1145,-1160,0
2,weather-island,36,909200000,73,648,-1110,-1145,-1160,0
2,weather-island,37,909400000,73,648,-1130,-1146,-1160,0
2,weather-island,38,909600000,73,648,-1120,-1145,-1160,0
2,weather-island,39,909800000,73,648,-1110,-1145,-1160,0
2,weather-island,40,910000000,73,648,-840,-1145,-1160,0
2,weather-island,41,910200000,73,648,-1130,-1146,-1160,0
2,weather-island,42,910400000,73,648,-1120,-1145,-1160,0
2,weather-island,43,910600000,73,648,-1120,-1145,-1160,0
2,weather-island,44,910800000,73,648,-1040,-1144,-1160,0
2,weather-island,45,911000000,73,648,-1120,-1145,-1160,0
2,weather-island,46,911200000,73,648,-1120,-1145,-1160,0
2,weather-island,47,911400000,73,648,-1120,-1145,-1160,0
2,weather-island,48,911600000,73,648,-1060,-1145,-1160,0
2,weather-island,49,911800000,73,648,-1120,-1145,-1160,0
2,weather-island,50,912000000,73,648,-1080,-1139,-1150,0
2,weather-island,51,912200000,73,648,-960,-1144,-1160,0
2,weather-island,52,912400000,73,648,-1070,-1145,-1170,0
2,weather-island,53,912600000,73,648,-1090,-1145,-1160,0
